Rank,Book Name,Simile,Tenor,Vehicle,Shared Property
61,The Romance of Lust-A classic Victorian erotic novel,"at half-past eight you would like to conform to the usages of this room of mirrors, and as your desires have become greatly inflamed by my own state, and by the soft and sensual temperament of our bodies, you would ask me to undress you, in order that, being completely naked, i might the more easily overwhelm you with my most passionate caresses.",Desires,Fire,
61,The Romance of Lust-A classic Victorian erotic novel,"you would change everything, and without paying any attention to what our servants might think, i should put on a loose pair of trousers, prettier than what i had worn this morning but, like them, opening in the front.",trousers,servants,
61,The Romance of Lust-A classic Victorian erotic novel,"you would crown them with a pretty garland of flowers, such as i like for aimée.",them,garland,
10,The Blue Castle,"reality pressed on her too hardly, barking at her heels like a maddening little dog.",reality,dog,
10,The Blue Castle,"oh, yes, valancy knew exactly what the picnic would be like and she blessed the rain that had saved her from it.",picnic,rain,
10,The Blue Castle,"they were “nature books”—so the librarian told mrs. frederick stirling—“all about the woods and birds and bugs and things like that, you know.” so valancy was allowed to read them—under protest, for it was only too evident that she enjoyed them too much.",books,nature,
10,The Blue Castle,"there would be such a fuss made and every member of the family would come down and talk it over and advise her and caution her and warn her and tell her horrible tales of great-aunts and cousins forty times removed who had been “just like that” and “dropped dead without a moment’s warning, my dear.” aunt isabel would remember that she had always said doss looked like a girl who would have heart trouble—“so pinched and peaked always”; and uncle wellington would take it as a personal insult, when “no stirling ever had heart disease before”; and georgiana would forebode in perfectly audible asides that “poor, dear little doss isn’t long for this world, i’m afraid”; and cousin gladys would say, “why, _my_ heart has been like that for _years_,” in a tone that implied no one else had any business even to have a heart; and olive—olive would merely look beautiful and superior and disgustingly healthy, as if to say, “why all this fuss over a faded superfluity like doss when you have _me_?” valancy felt that she couldn’t tell anybody unless she had to.",Doss,superfluity,
10,The Blue Castle,"another dreary day like all the days that had preceded it, full of meaningless little tasks, joyless and unimportant, that benefited nobody.",day,dreary,
10,The Blue Castle,i don’t know what it would be like not to be afraid of something.” afraid of her mother’s sulky fits—afraid of offending uncle benjamin—afraid of becoming a target for aunt wellington’s contempt—afraid of aunt isabel’s biting comments—afraid of uncle james’ disapproval—afraid of offending the whole clan’s opinions and prejudices—afraid of not keeping up appearances—afraid to say what she really thought of anything—afraid of poverty in her old age.,narrator,**fear**,
10,The Blue Castle,it bound her and enmeshed her like a spider’s web of steel.,her  ,web,
10,The Blue Castle,"the ugliness of the view always struck her like a blow; the ragged fence, the tumble-down old carriage-shop in the next lot, plastered with crude, violently coloured advertisements; the grimy railway station beyond, with the awful derelicts that were always hanging around it even at this early hour.",Ugliness,Blow,
10,The Blue Castle,"there was not a gleam of beauty anywhere—“exactly like my life,” thought valancy drearily.",life,beauty,
10,The Blue Castle,"“none of _my_ family were ever like that,” said mrs. frederick, implying that it must be a stirling tendency.",family,stirling,
10,The Blue Castle,"mrs. frederick, except for those terrible glasses and the hooked nose that made her look more like a parrot than a parrot itself could look, was not ill-looking.",frederick,Parrot,
10,The Blue Castle,valancy wondered pitifully what it would be like to be wanted by some one—needed by some one.,valancy,wanted,
10,The Blue Castle,"then the immortal heart of the woods will beat against ours and its subtle life will steal into our veins and make us its own forever, so that no matter where we go or how widely we wander we shall yet be drawn back to the forest to find our most enduring kinship.” “doss,” called her mother from the hall below, “what are you doing all by yourself in that room?” valancy dropped _thistle harvest_ like a hot coal and fled downstairs to her patches; but she felt the strange exhilaration of spirit that always came momentarily to her when she dipped into one of john foster’s books.",harvest,coal,
10,The Blue Castle,the stirling house was the ugliest on it—more like a red brick box than anything else.,house,brick,
10,The Blue Castle,they seemed to be too much like big purring beasts that might turn and crush you—or make some terrible savage leap somewhere.,beasts,beasts,
10,The Blue Castle,"she got a buggy drive only when some uncle or cousin remembered to fling her “a chance,” like a bone to a dog.",drive,bone,
10,The Blue Castle,"“why,” demanded uncle benjamin, leeringly, as he tied up her tea, “are young ladies like bad grammarians?” valancy, with uncle benjamin’s will in the background of her mind, said meekly, “i don’t know.",ladies,grammarians,
